"Variable","Original_Mean","PMM_Mean","RF_Mean","Original_SD","PMM_SD","RF_SD"
"hormone10_generated",0.842514839696846,0.959927002226443,0.946507437200468,9.48673938004517,10.8738608259219,10.8735545184903
"lipids1",0.962572944297082,0.965235191637631,0.961646341463415,0.385608372026692,0.388456176366787,0.384586178503961
"lipids2",4.50412024756852,4.4984756097561,4.50296167247387,0.925986104201215,0.925281847452439,0.925962695771963
